0,1.9459782160144248e-3
00,1.5167276950777786e-3
000,1.5435159891035424e-3
0000,1.57540681532469e-4
000000,4.847405585614431e-5
0000000000,6.378165244229515e-7
0000000000001110,3.1890826221147573e-7
00000004150000000192,6.378165244229515e-7
00005,3.1890826221147573e-7
000066,6.378165244229515e-7
000080,1.5307596586150836e-5
000089,3.1890826221147573e-7
000099,3.1890826221147572e-6
0001,5.740348719806563e-6
000100,1.275633048845903e-6
00018,6.378165244229515e-7
0002,1.9134495732688545e-6
00020608,6.378165244229515e-7
0003,1.275633048845903e-6
00036004,3.1890826221147573e-7
0004,1.9134495732688545e-6
0005,2.551266097691806e-6
0006,2.23235783548033e-6
0007,1.275633048845903e-6
000749580,3.1890826221147573e-7
000750013,1.275633048845903e-6
0007571982,1.9134495732688545e-6
00076,6.378165244229515e-7
0008,6.378165244229515e-7
0009249480,6.378165244229515e-7
0009249481,6.378165244229515e-7
0009249504,6.378165244229515e-7
0009249505,6.378165244229515e-7
0009249506,6.378165244229515e-7
00098,6.378165244229515e-7
001,2.0729037043745923e-5
001001,3.1890826221147573e-7
00101,6.378165244229515e-7
001134,3.1890826221147573e-7
0012,3.1890826221147573e-7
00128,3.1890826221147573e-7
0013,3.1890826221147573e-7
00156,9.567247866344273e-7
00157,3.1890826221147573e-7
0016,6.378165244229515e-7
0017,1.5945413110573786e-6
001753,3.1890826221147573e-7
0018,6.378165244229515e-7
00190,1.9134495732688545e-6
00191,9.567247866344273e-7
00193,9.567247866344273e-7
002,9.248339604132796e-6
0020,2.551266097691806e-6
00212,9.567247866344273e-7
00214,3.1890826221147573e-7
00221,1.275633048845903e-6
00225,2.23235783548033e-6
00226,9.567247866344273e-7
00229,3.1890826221147573e-7
002299,3.1890826221147573e-7
00232,9.567247866344273e-7
00233,3.1890826221147573e-7
00233243601078,3.1890826221147573e-7
00233244774480,3.1890826221147573e-7
0024,3.1890826221147573e-7
00243,9.567247866344273e-7
00244,9.567247866344273e-7
00249,9.567247866344273e-7
00256,9.567247866344273e-7
00264,1.275633048845903e-6
0027,9.567247866344273e-7
00270,2.8701743599032813e-6
00271,9.567247866344273e-7
00273,9.567247866344273e-7
0028,4.7836239331721354e-6
0029,5.102532195383612e-6
00290,6.378165244229515e-7
003,7.015981768652466e-6
0030,3.1890826221147573e-7
003002,3.1890826221147573e-7
00309,9.567247866344273e-7
0031,1.8177770946054116e-5
00317,9.567247866344273e-7
00318,9.567247866344273e-7
00319,5.102532195383612e-6
0032,6.378165244229515e-7
00321,1.275633048845903e-6
00322,1.9134495732688545e-6
00328,9.567247866344273e-7
00329,6.378165244229515e-7
0033,6.378165244229515e-7
003399,6.378165244229515e-7
0034,4.7836239331721354e-6
0034636,3.1890826221147573e-7
0034675429477,3.1890826221147573e-7
00349,3.1890826221147573e-7
00352,6.378165244229515e-7
00353,6.378165244229515e-7
00357,9.567247866344273e-7
00361,9.567247866344273e-7
0038,6.378165244229515e-7
0039,9.567247866344273e-7
004,7.972706555286893e-6
0041,3.1890826221147573e-7
00421,6.378165244229515e-7
004227,1.9134495732688545e-6
0044,2.23235783548033e-6
00447900,3.1890826221147573e-7
0045,6.378165244229515e-7
005,8.291614817498369e-6
0050,7.653798293075418e-6
0052,9.567247866344273e-7
005227635846003,3.1890826221147573e-7
0057,3.1890826221147573e-7
006,5.421440457595087e-6
0060,7.653798293075418e-6
006600,6.378165244229515e-7
007,6.059256982018039e-6
007225644647,6.378165244229515e-7
0073,3.1890826221147573e-7
00754,3.1890826221147573e-7
00788769,6.378165244229515e-7
008,5.102532195383612e-6
0080,6.378165244229515e-7
0084493,3.1890826221147573e-7
0085201238,3.1890826221147573e-7
008711,6.378165244229515e-7
00885,1.9134495732688545e-6
009,6.059256982018039e-6
00923,3.1890826221147573e-7
00937614,3.1890826221147573e-7
0095,9.567247866344273e-7
00971,6.378165244229515e-7
0098,3.1890826221147573e-7
009842,3.1890826221147573e-7
009888,3.1890826221147573e-7
01,1.7763190205179197e-4
010,7.462453335748532e-5
0100,1.9453403994900018e-5
0101,3.1890826221147573e-7
01010107,6.378165244229515e-7
01019,1.275633048845903e-6
0108040,1.0842880915190174e-5
0109,6.378165244229515e-7
011,1.626432137278526e-5
0112,3.1890826221147573e-7
0113,6.378165244229515e-7
011447859837917,3.1890826221147573e-7
0115,6.378165244229515e-7
012,2.551266097691806e-6
01210,6.378165244229515e-7
